la,lo,s
"50.133","65.233","353610"
"50.217","66.833","353630"
"49.883","69.517","353760"
"49.95","71.583","353860"
"49.8","73.15","353940"
"53.2","63.55","353941"
"46.283","48","353942"
"53.617","142.95","353943"
"66.067","76.467","353944"
"40.15","44.4","353946"
"49.05","51.867","354060"
"49.067","54.683","354160"
"49.15","57.117","354260"
"48.817","64.617","354590"
"48.85","72.867","354970"
"48.217","57.117","355290"
"48.633","58.5","355320"
"48.617","61.267","355420"
"48.25","62","355490"
"48.3","69.65","355760"
"48.7","71.633","355820"
"47.667","51.583","356050"
"47.85","59.617","356330"
"47.8","67.717","356710"
"47.45","74.817","356990"
"47.117","51.917","357000"
"46.75","50.2","357070"
"46.633","57.333","357290"
"46.717","59.167","357390"
"46.783","61.65","357460"
"46.883","64.667","357560"
"47.2","73.35","357910"
"46.8","75.083","357960"
"45.767","62.117","358490"
"46","70","358840"
"45.4","56.117","359250"
"45.5","64.083","359530"
"45.25","67.067","359690"
"45.1","73.967","359970"
"51.7","75.367","360010"
"52.3","76.933","360030"
"52.5","80.2","360200"
"52.25","79.133","360210"
"52.017","80.367","360220"
"51.5","81.217","360340"
"51.15","82.2","360380"
"52.017","85.9","360520"
"51.767","87.6","360640"
"51.283","91.667","360870"
"51.717","94.5","360960"
"50.867","78.35","361520"
"50.417","80.3","361770"
"50.633","81.917","361860"
"50.333","83.55","362080"
"50","88.667","362590"
"50.383","90.433","362780"
"49.383","75.517","363350"
"49.217","81.217","363970"
"49.2","84.517","364280"
"49.183","85.617","364390"
"49.733","86.55","364420"
"48.167","78.667","364980"
"48.75","82.367","365350"
"47.967","80.45","366220"
"47.117","81.617","366390"
"47.467","84.917","366650"
"46.167","80.933","367290"
"45.633","75.117","367440"
"45","78.383","367780"
"53.317","69.6","368215"
"44.167","80.067","368590"
"43.233","76.933","368700"
"41.883","78.233","369820"
"55.4","37.9","370008"
"44.883","37.283","370010"
"44.1","39.067","370180"
"44.983","41.117","370310"
"44.233","43.067","370540"
"44.783","44.133","370610"
"44.4","46.55","370850"
"43.733","44.667","371450"
"43.433","39.9","371710"
"43.533","43.633","372120"
"43.05","44.65","372280"
"43.35","45.683","372350"
"42.867","41.133","372600"
"42.267","42.633","373950"
"42.35","44.7","374320"
"43.017","47.483","374720"
"41.617","41.6","374840"
"41.7","44.75","375450"
"41.683","44.95","375490"
"41.933","45.383","375530"
"41.667","46.65","375750"
"40.783","43.833","376820"
"40.55","44.933","377090"
"44.65","40.1","377351"
"42.817","47.65","377352"
"40.15","44.383","377880"
"40.133","44.467","377890"
"40.733","46.4","378630"
"39.2","45.45","378635"
"40.45","50.067","378640"
"51.067","58.6","378650"
"39.6","47.15","379070"
"38.733","48.833","379850"
"44.55","50.25","380010"
"44.317","54.6","380190"
"44.583","61.15","380440"
"44.067","62.9","380490"
"44.85","65.5","380620"
"44.8","69.117","380810"
"44.8","71.067","380910"
"43.583","51.083","381110"
"43.883","57.517","381410"
"47.117","51.817","381411"
"40.05","53","381412"
"40.217","69.683","381413"
"39.767","64.467","381415"
"38.833","65.917","381417"
"43.083","58.933","381490"
"43.15","64.333","381780"
"43.55","68.9","381960"
"43.267","68.217","381980"
"43.067","74.483","382200"
"42.967","54.117","382320"
"42.45","59.617","382640"
"42.317","69.7","383280"
"59.15","68.917","383285"
"42.483","70.3","383340"
"42.85","71.383","383410"
"42.95","72.75","383430"
"42.517","72.217","383450"
"42.85","74.533","383530"
"43.067","74.483","383531"
"41.033","57.767","383880"
"41.75","59.817","383920"
"41.567","60.567","383960"
"71.983","102.467","384020"
"41.75","62.467","384030"
"42.483","59.633","384031"
"41.583","60.633","384032"
"41.733","64.617","384130"
"41.8","66.717","384230"
"41.367","68","384390"
"41.267","69.267","384570"
"37.617","61.9","384573"
"40.05","53","385070"
"40.467","62.283","385450"
"40.817","68.683","385830"
"40.217","69.733","385990"
"40.133","70.6","386090"
"40.983","71.583","386110"
"40.533","72.8","386150"
"40.367","71.75","386180"
"39.25","55.517","386470"
"39.317","58.6","386560"
"39.717","64.617","386830"
"39.083","63.6","386870"
"39.567","66.95","386960"
"39.9","68.983","387130"
"37.467","53.967","387500"
"38.983","56.283","387630"
"38.433","57.417","387740"
"38.083","62.8","387990"
"38.467","64.367","388060"
"38.8","65.717","388120"
"38.55","68.783","388360"
"37.917","58.333","388800"
"37.383","60.517","388860"
"37.6","62.183","388950"
"37.833","65.2","389110"
"37.517","66.017","389150"
"37.233","67.267","389270"
"36.533","61.217","389740"
"35.283","62.35","389870"
"37.05","41.217","400010"
"36.183","37.2","400070"
"35.533","35.767","400220"
"35.4","35.933","400250"
"35.117","36.75","400300"
"35.317","40.15","400450"
"34.817","36.133","400660"
"33.417","36.517","400800"
"34.033","36.717","400830"
"32.6","36.1","400950"
"33.817","35.483","401000"
"33.817","35.85","401010"
"34.45","35.8","401030"
"32.817","35","401540"
"32.8","35.033","401550"
"32.667","35.183","401650"
"32.1","34.783","401760"
"32.983","35.567","401761"
"32.116","34.783","401762"
"32","34.817","401770"
"32","34.9","401800"
"31.867","35.217","401840"
"31.233","34.783","401910"
"30","34.833","401980"
"29.55","34.95","401990"
"32.5","38.2","402500"
"32.549","35.85","402550"
"32.2","37.133","402600"
"32.366","36.25","402650"
"31.983","35.983","402700"
"31.717","35.983","402720"
"31.867","35.217","402900"
"30.167","35.783","403100"
"29.55","35","403400"
"31.683","38.733","403560"
"30.9","41.133","403570"
"30.967","40.983","403584"
"31.4","37.283","403600"
"29.783","40.1","403610"
"29.617","43.483","403620"
"30.533","38.9","403720"
"28.317","46.133","403730"
"28.383","36.6","403750"
"27.917","45.517","403770"
"27.433","41.683","403940"
"26.2","36.483","404000"
"26.3","43.767","404050"
"26.433","49.8","404150"
"26.267","50.167","404160"
"26.45","49.817","404170"
"25.3","49.483","404200"
"26.267","50.617","404270"
"25.267","51.55","404280"
"24.55","39.7","404300"
"24.933","46.717","404370"
"24.7","46.733","404380"
"24.133","38.067","404390"
"24.15","47.317","404450"
"25.25","55.333","404480"
"25.35","55.383","404490"
"25.8","55.933","404520"
"21.5","39.2","404770"
"21.483","40.533","404800"
"20.467","45.667","404950"
"19.967","42.667","404980"
"29.61","47.577","405520"
"29.8","47.767","405640"
"29.768","48.375","405680"
"29.567","48.2","405690"
"29.101","46.682","405700"
"29.417","48","405720"
"17.033","54.083","405750"
"15.483","44.217","405760"
"29.222","47.966","405820"
"29.317","47.667","405860"
"29.449","48.333","405880"
"28.556","48.06","405920"
"12.833","45.033","405970"
"36.317","43.15","406080"
"35.467","44.4","406210"
"34.3","45.433","406370"
"33.033","40.283","406420"
"33.367","43.567","406480"
"33.233","44.233","406500"
"32.167","46.05","406650"
"31.983","44.983","406720"
"31.083","46.233","406760"
"30.567","47.783","406890"
"38.083","46.283","407060"
"25.433","60.367","407090"
"37.533","45.083","407120"
"37.467","49.467","407180"
"37.2","49.633","407190"
"36.683","48.483","407290"
"35.4","51.15","407300"
"36.25","50","407310"
"36.9","50.667","407320"
"36.65","51.5","407340"
"36.717","52.65","407360"
"36.417","54.95","407390"
"36.217","57.667","407430"
"36.267","59.633","407450"
"35.333","47","407470"
"35.683","51.317","407540"
"35.55","53.383","407570"
"35.267","59.217","407620"
"34.267","47.117","407660"
"25.433","60.367","407720"
"25.433","60.367","407780"
"26.517","53.983","407802"
"32.467","51.667","408000"
"32.867","59.2","408090"
"31.333","48.667","408110"
"25.433","60.367","408190"
"31.9","54.283","408210"
"25.433","60.367","408230"
"30.367","48.25","408310"
"30.25","56.967","408410"
"29.533","52.533","408480"
"29.467","60.883","408560"
"28.983","50.833","408580"
"28.967","53.683","408590"
"27.217","56.367","408750"
"27.2","60.7","408790"
"34.55","69.217","409480"
"21.7","39.183","410240"
"21.433","39.767","410300"
"21.483","40.55","410360"
"20.3","41.65","410550"
"20.467","45.667","410620"
"19.983","42.633","410840"
"18.233","42.65","411120"
"18.3","42.8","411140"
"17.617","44.417","411280"
"16.883","42.583","411400"
"26.267","50.65","411500"
"25.25","51.567","411700"
"25.617","55.933","411840"
"25.25","55.333","411940"
"25.333","55.517","411960"
"25.1","56.333","411980"
"24.433","54.467","412160"
"24.433","54.65","412170"
"24.267","55.6","412180"
"26.167","56.233","412410"
"24.467","56.633","412460"
"23.067","57.633","412540"
"23.583","58.283","412560"
"20.667","58.9","412880"
"17.667","54.017","413140"
"17.033","54.083","413160"
"15.517","44.183","414040"
"12.833","45.033","414670"
"34.017","71.583","415300"
"33.617","73.1","415710"
"31.517","74.4","416410"
"26.25","68.367","417490"
"25.067","61.8","417560"
"24.9","67.133","417800"
"25.75","88.917","418580"
"25.883","89.483","418620"
"23.767","90.383","419170"
"23.267","90.7","419410"
"31.633","74.867","420710"
"30.317","78.033","421110"
"29.167","75.733","421310"
"28","73.3","421650"
"28.567","77.117","421810"
"28.583","77.2","421820"
"27.15","77.967","422600"
"26.9","70.917","423280"
"26.3","73.017","423390"
"26.817","75.8","423480"
"26.75","80.883","423690"
"26.75","83.367","423790"
"25.15","75.85","424520"
"25.45","81.733","424750"
"24.65","77.317","425590"
"24.75","84.95","425910"
"23.25","69.667","426340"
"23.067","72.633","426470"
"23.283","77.35","426670"
"23.2","79.95","426750"
"23.317","85.317","427010"
"22.3","70.783","427370"
"22.717","75.8","427540"
"22.65","88.45","428090"
"21.2","72.833","428400"
"21.1","79.05","428670"
"21.233","81.65","428740"
"21.517","86.933","428950"
"20.9","70.367","429090"
"20","73.783","429210"
"20.7","77.067","429340"
"20.25","85.833","429710"
"19.117","72.85","430030"
"19.85","75.4","430140"
"18.533","73.85","430630"
"16.983","73.333","431100"
"17.667","75.9","431170"
"17.45","78.467","431280"
"17.7","83.3","431500"
"16.2","81.15","431850"
"16.95","82.233","431890"
"15.483","73.817","431920"
"15.85","74.617","431980"
"15.417","75.633","432010"
"15.8","78.067","432130"
"14.283","74.45","432260"
"14.233","76.433","432330"
"14.583","77.633","432370"
"14.45","79.983","432450"
"13","80.183","432790"
"12.917","74.883","432840"
"12.967","77.583","432950"
"12.95","77.633","432960"
"11.25","75.783","433140"
"11.033","77.05","433210"
"11.767","79.767","433290"
"11.667","92.717","433330"
"10.767","78.717","433440"
"10.917","79.833","433460"
"9.95","76.267","433530"
"8.3","73.15","433690"
"8.483","76.95","433710"
"9.8","80.067","434000"
"8.983","79.917","434130"
"8.583","81.25","434180"
"7.167","79.883","434500"
"4.2","73.533","435550"
"-0.683","73.15","435990"
"50.433","100.15","442070"
"49.8","92.083","442120"
"48.933","89.933","442140"
"48.517","94.3","442190"
"48.083","99.55","442290"
"49.383","102.7","442320"
"48.533","101.383","442370"
"48.917","106.067","442410"
"48.083","114.55","442590"
"46.4","96.25","442770"
"47.45","101.467","442820"
"46.7","100.133","442840"
"46.133","100.683","442870"
"46.267","102.783","442880"
"47.917","106.867","442920"
"46.45","108.217","442980"
"47.317","110.633","443040"
"46.683","113.283","443050"
"47.167","115.633","443140"
"45.9","115.367","443170"
"44.617","98.7","443290"
"45.767","106.283","443410"
"44.417","105.317","443470"
"45.733","112.367","443520"
"44.9","110.117","443540"
"43.583","104.417","443730"
"42.9","100.217","443740"
"43.2","107.167","443850"
"22.317","114.167","450040"
"22.3","114.167","450050"
"22.317","113.917","450070"
"22.15","113.6","450110"
"25.083","121.217","466860"
"26.167","119.933","466890"
"25.033","121.517","466920"
"25.15","121.8","466940"
"25.633","122.067","466950"
"25.067","121.55","466960"
"25.067","121.233","466970"
"23.983","121.6","466990"
"24.6","121.85","467060"
"24.75","121.783","467080"
"23.267","119.667","467300"
"23.583","119.617","467340"
"23.5","119.5","467350"
"24.433","118.367","467360"
"22.583","120.35","467400"
"23","120.217","467410"
"10.383","114.367","467425"
"22.95","120.2","467430"
"22.633","120.283","467440"
"22.783","120.267","467450"
"23.467","120.383","467460"
"23.5","120.45","467480"
"24.15","120.683","467490"
"22.683","120.467","467500"
"24.183","120.65","467510"
"21.933","120.833","467520"
"23.517","120.8","467530"
"22.35","120.9","467540"
"23.483","120.95","467550"
"24.817","120.933","467560"
"24.833","120","467570"
"22.7","120.483","467580"
"22","120.75","467590"
"22.8","121.183","467600"
"23.1","121.367","467610"
"22.033","121.55","467620"
"24.033","121.617","467630"
"24.75","121.767","467640"
"23.883","120.85","467650"
"22.75","121.15","467660"
"24.867","121.233","467690"
"24.267","120.617","467700"
"22.417","120.55","467720"
"24.25","120.517","467770"
"22.683","121.5","467800"
"20.667","116.717","468100"
"42.317","130.4","470030"
"41.817","128.3","470050"
"41.783","129.817","470080"
"40.967","126.6","470200"
"40.667","129.199","470250"
"40.45","124.933","470280"
"19.933","110.45","470311"
"38.283","114.683","470312"
"40.1","124.383","470350"
"40.167","126.25","470390"
"39.933","127.55","470410"
"40.033","128.183","470460"
"39.617","125.65","470500"
"39.217","126.65","470520"
"39.183","127.433","470550"
"39.033","125.783","470580"
"38.717","125.383","470600"
"38.733","128.183","470610"
"38.517","125.767","470650"
"38.5","126.533","470670"
"38.15","124.883","470680"
"38.033","125.7","470690"
"37.967","126.567","470700"
"38.417","127.283","470750"
"38.25","128.567","470900"
"38.067","128.667","470920"
"38.15","127.3","470950"
"37.9","127.067","470980"
"37.883","126.767","470990"
"37.683","128.767","471000"
"37.9","127.733","471010"
"37.967","124.633","471020"
"38.2","127.55","471025"
"37.933","124.667","471030"
"37.75","128.9","471050"
"37.5","129.133","471060"
"37.717","127.1","471064"
"37.783","126.85","471065"
"37.917","127.05","471066"
"37.75","128.949","471070"
"38.467","128.467","471074"
"37.567","126.967","471080"
"36.7","126.483","471087"
"37.567","126.783","471100"
"37.433","127.117","471110"
"37.467","126.633","471120"
"37.467","126.433","471130"
"37.467","126.45","471131"
"37.333","127.95","471140"
"37.483","130.9","471150"
"37.5","126.933","471170"
"37.433","127.95","471180"
"37.267","126.983","471190"
"37.25","127","471200"
"37.183","128.467","471210"
"37.1","127.033","471220"
"37.1","128.9","471223"
"36.55","127.5","471240"
"37.033","127.883","471250"
"36.933","126.45","471260"
"36.967","127.033","471270"
"36.717","127.5","471280"
"36.767","126.5","471290"
"36.983","129.417","471300"
"36.633","127.45","471310"
"36.517","126.317","471320"
"36.367","127.367","471330"
"36.633","128.35","471340"
"36.217","128","471350"
"36.567","128.717","471360"
"36.4","128.15","471370"
"36.033","129.383","471380"
"35.983","129.417","471390"
"36","126.767","471400"
"35.9","126.617","471410"
"35.9","128.667","471420"
"35.883","128.616","471430"
"35.817","127.15","471460"
"35.55","129.317","471520"
"35.183","128.933","471530"
"35.167","129.133","471540"
"35.183","128.567","471550"
"35.167","126.9","471560"
"35.133","128.7","471571"
"35.117","126.817","471580"
"35.1","129.032","471590"
"35.083","128.083","471610"
"34.85","128.433","471620"
"34.817","126.383","471650"
"34.733","127.75","471680"
"34.683","125.45","471690"
"34.4","126.7","471700"
"34.467","126.333","471750"
"33.517","126.5","471820"
"33.517","126.533","471840"
"33.283","126.167","471850"
"33.2","126.267","471870"
"33.25","126.567","471890"
"35.2","128.116","471920"
"42.067","139.45","472185"
"45.417","141.683","474010"
"44.933","142.583","474020"
"44.367","141.7","474040"
"44.583","142.967","474050"
"43.95","141.633","474060"
"43.767","142.367","474070"
"44.017","144.283","474090"
"43.183","141.017","474110"
"43.067","141.333","474120"
"43.217","141.783","474130"
"42.917","143.217","474170"
"42.983","144.383","474180"
"43.333","145.583","474200"
"42.8","140.217","474210"
"42.317","140.983","474230"
"42.617","141.55","474240"
"42.8","141.667","474250"
"42.167","142.783","474260"
"41.867","140.117","474280"
"41.817","140.75","474300"
"42.9","140.75","474330"
"42.817","141.683","474340"
"44.35","143.35","474350"
"42.3","143.317","474400"
"45.4","141.8","474410"
"44.3","143.4","474740"
"43.667","142.45","474760"
"43.117","141.383","474790"
"43.883","144.167","474810"
"43.583","144.967","474830"
"41.767","140.817","474880"
"43.033","144.2","474890"
"42.733","143.217","474900"
"39.067","141.717","475120"
"40.55","141.467","475150"
"41.233","141.133","475160"
"38.75","140.317","475200"
"40.733","140.683","475420"
"39.617","140.217","475450"
"39.433","141.133","475490"
"38.417","140.367","475530"
"37.233","140.433","475570"
"38.133","140.917","475690"
"37.483","139.917","475700"
"37.95","139.117","475730"
"40.65","139.933","475740"
"40.817","140.767","475750"
"41.283","141.217","475760"
"40.7","141.367","475800"
"40.533","141.517","475810"
"39.717","140.1","475820"
